0,0,0
0.01,0.149625624219532,0
0.02,0.298504987524957,0
0.03,0.446641811908119,0
0.04,0.594039800797344,0
0.05,0.740702639150022,0
0.06,0.886633993544756,0
0.07,1.03183751227301,0
0.08,1.17631682543031,0
0.09,1.320075545007,0
0.1,1.46311726497858,0
0.11,1.60544556139548,0
0.12,1.74706399247254,0
0.13,1.8879760986779,0
0.14,2.02818540282155,0
0.15,2.16769541014341,0
0.16,2.30650960840093,0
0.17,2.44463146795628,0
0.18,2.58206444186315,0
0.19,2.71881196595306,0
0.2,2.85487745892122,0
0.21,2.99026432241203,0
0.22,3.12497594110415,0
0.23,3.25901568279506,0
0.24,3.39238689848528,0
0.25,3.52509292246214,0
0.26,3.65713707238316,0
0.27,3.78852264935897,0
0.28,3.91925293803583,0
0.29,4.04933120667776,0
0.3,4.17876070724827,0
0.31,4.3075446754916,0
0.32,4.43568633101366,0
0.33,4.56318887736253,0
0.34,4.69005550210849,0
0.35,4.81628937692378,0
0.36,4.94189365766184,0
0.37,5.06687148443623,0
0.38,5.19122598169913,0
0.39,5.31496025831945,0
0.4,5.43807740766055,0
0.41,5.56058050765757,0
0.42,5.68247262089439,0
0.43,5.80375679468019,0
0.44,5.92443606112565,0
0.45,6.04451343721869,0
0.46,6.16399192489998,0
0.47,6.28287451113793,0
0.48,6.4011641680034,0
0.49,6.51886385274396,0
0.5,6.63597650785785,0
0.51,6.75250506116757,0
0.52,6.86845242589301,0
0.53,6.98382150072433,0
0.54,7.0986151698944,0
0.55,7.21283630325095,0
0.56,7.32648775632824,0
0.57,7.43957237041852,0
0.58,7.55209297264305,0
0.59,7.66405237602272,0
0.6,7.77545337954846,0
0.61,7.88629876825117,0
0.62,7.99659131327132,0
0.63,8.10633377192829,0
0.64,8.21552888778927,0
0.65,8.32417939073783,0
0.66,8.43228799704222,0
0.67,8.5398574094232,0
0.68,8.64689031712171,0
0.69,8.753389395966,0
0.7,8.8593573084386,0
0.71,8.96479670374283,0
0.72,9.06971021786907,0
0.73,9.17410047366063,0
0.74,9.27797008087936,0
0.75,9.38132163627084,0
0.76,9.48415772362932,0
0.77,9.58648091386237,0
0.78,9.68829376505506,0
0.79,9.78959882253397,0
0.8,9.89039861893082,0
0.81,9.99069567424577,0
0.82,10.0904924959104,0
0.83,10.1897915788505,0
0.84,10.2885954055483,0
0.85,10.3869064461046,0
0.86,10.4847271583005,0
0.87,10.582059987659,0
0.88,10.6789073675058,0
0.89,10.7752717190304,0
0.9,10.8711554513468,0
